Name,Name w/ Set,Card Type,Evolution Stage,Previous Evolution,Ability,HP,Type,Weakness,Resistance,Retreat Cost,Moves,Card No,Card Mark,Card Rarity
Scrafty,Scrafty (Paldean Fates 61),[],Stage 1,Scraggy,,120,Darkness,Grass,,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Lambaste', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ""If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn.""}, {'Move Cost': {'Darkness': 2, 'Colorless': 1}, 'Move Name': 'Headbang', 'Move Damage': '130', 'Move Damage Modifier': None, 'Move Effect': ''}]",061/091,G,Uncommon
Maschiff,Maschiff (Paldea Evolved 141),[],Basic,,,60,Darkness,Grass,,1,"[{'Move Cost': {'Darkness': 1}, 'Move Name': 'Ambush', 'Move Damage': '10', 'Move Damage Modifier': ('add', '10'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If heads, this attack does 20 more damage.'}]",062/091,G,Common
Mabosstiff,Mabosstiff (Scarlet & Violet 137),[],Stage 1,Maschiff,"{'Ability Name': 'Intimidating Howl', 'Ability Desc': ""Once during your turn, you may switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)""}",130,Darkness,Grass,,3,"[{'Move Cost': {'Darkness': 2, 'Colorless': 1}, 'Move Name': 'Wild Tackle', 'Move Damage': '160', 'Move Damage Modifier': None, 'Move Effect': 'This Pokémon also does 30 damage to itself.'}]",063/091,G,Rare
Varoom,Varoom (Paldean Fates 64),[],Basic,,,60,Metal,Fire,Grass,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Rev', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Put up to 2 Basic Energy cards from your discard pile into your hand.'}, {'Move Cost': {'Metal': 1, 'Colorless': 1}, 'Move Name': 'Headbutt', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': ''}]",064/091,G,Common
Revavroom,Revavroom (Scarlet & Violet 142),[],Stage 1,Varoom,"{'Ability Name': 'Rumbling Engine', 'Ability Desc': 'You must discard an Energy card from your hand in order to use this Ability. Once during your turn, you may draw cards until you have 6 cards in your hand.'}",140,Metal,Fire,Grass,2,"[{'Move Cost': {'Metal': 1, 'Colorless': 3}, 'Move Name': 'Knock Away', 'Move Damage': '90', 'Move Damage Modifier': ('add', '90'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin. If heads, this attack does 90 more damage.'}]",065/091,G,Rare
Iron Treads-ex,Iron Treads ex (Paldean Fates 66),"['ex', 'Future']",Basic,,,220,Metal,Fire,Grass,3,"[{'Move Cost': {'Metal': 2, 'Colorless': 1}, 'Move Name': 'Iron-Clad Roll', 'Move Damage': '150', 'Move Damage Modifier': None, 'Move Effect': ""After doing damage, you may discard all Future Booster Energy Capsules from this Pokémon. If you do, during your opponent's next turn, this Pokémon takes 150 less damage from attacks (after applying Weakness and Resistance).""}]",066/091,G,Double Rare
Gholdengo,Gholdengo (Paldean Fates 67),[],Stage 1,Gimmighoul,,130,Metal,Fire,Grass,2,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Lavish Hospitality', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'You may attach any number of Basic  Energy cards from your hand to your Pokémon in any way you like.'}, {'Move Cost': {'Metal': 1, 'Colorless': 2}, 'Move Name': 'Scintillating Surfing', 'Move Damage': '80', 'Move Damage Modifier': ('multiply', '80'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'Flip a coin for each  Energy attached to this Pokémon. This attack does 80 damage for each heads.'}]",067/091,G,Rare
Noibat,Noibat (Paldea Evolved 152),[],Basic,,,70,Dragon,,,1,"[{'Move Cost': {'Psychic': 1, 'Darkness': 1}, 'Move Name': 'Gust', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}]",068/091,G,Common
Noivern-ex,Noivern ex (Paldea Evolved 153),['ex'],Stage 1,Noibat,,260,Dragon,,,0,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Covert Flight', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon.""}, {'Move Cost': {'Psychic': 1, 'Darkness': 1}, 'Move Name': 'Dominating Echo', 'Move Damage': '140', 'Move Damage Modifier': None, 'Move Effect': ""During your opponent's next turn, they can't play any Special Energy or Stadium cards from their hand.""}]",069/091,G,Double Rare
Cyclizar,Cyclizar (Paldean Fates 70),[],Basic,,,120,Dragon,,,1,"[{'Move Cost': {'Grass': 1, 'Darkness': 1, 'Colorless': 1}, 'Move Name': 'Acceleration Drive', 'Move Damage': '100', 'Move Damage Modifier': None, 'Move Effect': ""Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon.""}]",070/091,G,Rare
Lechonk,Lechonk (Scarlet & Violet 156),[],Basic,,,70,Colorless,Fighting,,1,"[{'Move Cost': {'Colorless': 3}, 'Move Name': 'Whimsy Tackle', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': 'Flip a coin. If tails, this attack does nothing.'}]",071/091,G,Common
Oinkologne,Oinkologne (Obsidian Flames 184),[],Stage 1,Lechonk,,130,Colorless,Fighting,,2,"[{'Move Cost': {'Colorless': 2}, 'Move Name': 'Finest Selection', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Flip 3 coins. Put a number of cards up to the number of heads from your discard pile into your hand.'}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Perfume Press', 'Move Damage': '70', 'Move Damage Modifier': None, 'Move Effect': ""Your opponent's Active Pokémon is now Confused.""}]",072/091,G,Uncommon
Tandemaus,Tandemaus (Paldea Evolved 166),[],Basic,,,30,Colorless,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Collect', 'Move Damage': None, 'Move Damage Modifier': None, 'Move Effect': 'Draw 2 cards.'}, {'Move Cost': {'Colorless': 3}, 'Move Name': 'Gentle Slap', 'Move Damage': '30', 'Move Damage Modifier': None, 'Move Effect': ''}]",073/091,G,Common
Maushold,Maushold (Scarlet & Violet 161),[],Stage 1,Tandemaus,,70,Colorless,Fighting,,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Slap', 'Move Damage': '40', 'Move Damage Modifier': None, 'Move Effect': ''}, {'Move Cost': {'Colorless': 2}, 'Move Name': 'Family Attack', 'Move Damage': '70', 'Move Damage Modifier': ('multiply', '70'), 'Move Damage Maximum Procs': 'TOFILL', 'Move Damage Modifier Template': 'TOFILL', 'Move Effect': 'This attack does 70 damage for each of your Maushold in play.'}]",074/091,G,Uncommon
Squawkabilly-ex,Squawkabilly ex (Paldea Evolved 169),['ex'],Basic,,"{'Ability Name': 'Squawk and Seize', 'Ability Desc': ""Once during your first turn, you may discard your hand and draw 6 cards. You can't use more than 1 Squawk and Seize Ability during your turn.""}",160,Colorless,Lightning,Fighting,1,"[{'Move Cost': {'Colorless': 1}, 'Move Name': 'Motivate', 'Move Damage': '20', 'Move Damage Modifier': None, 'Move Effect': 'Attach up to 2 Basic Energy cards from your discard pile to 1 of your Benched Pokémon.'}]",075/091,G,Double Rare
